City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Annsville,New York,2979,50,Utica-Rome,292630,N/A,N/A,N/A,$230000,1402,$164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oneida County,37.10%,56.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,30,51,57,13,60%,55%,38,58,82,44%,57%,32%,57.38,14.18,14.6,47.86%,44.84%,49.0%,142.7,64,8.3,26.8,89,1005,3.2,59.58,NY-02253,43.3491802,-75.622708
Augusta,New York,2526,91,Utica-Rome,292630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oneida County,37.10%,56.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,78,29,49,58,13,60%,55%,38,58,78,44%,57%,32%,47.71,14.83,10.06,50.88%,43.85%,61.33%,78.7,41,8.3,26.8,90,516,3.2,27.76,NY-03155,42.9771817,-75.5022265
Ava,New York,588,16,Utica-Rome,292630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oneida County,37.10%,56.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,76,26,50,57,9,60%,55%,38,58,76,44%,57%,32%,60.58,16.08,14.96,50.03%,45.49%,61.0%,142.7,64,8.3,26.8,90,1416,3.2,36.75,NY-03309,43.4215126,-75.4525369
Barneveld,New York,176,419,Utica-Rome,292630,$76607,42.86%,28,N/A,N/A,N/A,82,69.06%,N/A,17.54%,N/A,N/A,0.0%,0.0%,53.33%,Oneida County,37.10%,56.50%,0.0%,0.0%,85.23%,0.0%,0.0%,Eastern Standard Time,80,30,50,59,12,60%,55%,38,58,81,44%,57%,32%,53.67,15.12,11.65,52.47%,47.25%,66.22%,142.7,64,8.3,26.8,87,732,3.2,0.42,NY-04528,43.2737917,-75.1890295
Boonville,New York,1967,1137,Utica-Rome,292630,$42500,16.87%,43,N/A,N/A,N/A,67,61.69%,$563,59.09%,50,551,19.55%,7.5%,55.8%,Oneida County,37.10%,56.50%,0.0%,1.07%,93.85%,0.25%,0.31%,Eastern Standard Time,76,26,50,57,9,60%,55%,38,58,76,44%,57%,32%,60.58,16.08,14.96,50.03%,45.49%,61.0%,142.7,64,8.3,26.8,91,1416,3.2,1.73,NY-07355,43.4812685,-75.3296638
Bridgewater,New York,507,523,Utica-Rome,292630,$35755,1.91%,31,N/A,N/A,N/A,67,74.21%,$721,49.19%,N/A,N/A,34.71%,1.04%,45.39%,Oneida County,37.10%,56.50%,0.0%,0.0%,85.4%,10.45%,0.0%,Eastern Standard Time,81,32,49,58,13,60%,55%,38,58,82,44%,57%,32%,50.06,15.82,10.5,50.63%,47.69%,59.33%,78.7,41,8.3,26.8,91,636,3.2,0.97,NY-08169,42.8787321,-75.2519929
Camden,New York,2626,1076,Utica-Rome,292630,$70625,28.97%,37,$169000,1579,$107,82,70.16%,$734,43.49%,0,1109,7.39%,2.27%,62.64%,Oneida County,37.10%,56.50%,0.19%,0.57%,90.78%,0.19%,0.72%,Eastern Standard Time,81,30,51,57,13,60%,55%,38,58,82,44%,57%,32%,51.24,13.85,12.02,47.86%,44.84%,49.0%,142.7,64,8.3,26.8,88,531,3.2,2.44,NY-11847,43.3364777,-75.7477302
Chadwicks,New York,824,624,Utica-Rome,292630,$72861,27.58%,55,$270000,2077,$130,61,74.56%,$672,40.32%,N/A,N/A,0.0%,3.14%,71.28%,Oneida County,37.10%,56.50%,0.0%,0.0%,91.99%,8.01%,0.0%,Eastern Standard Time,82,31,51,60,14,60%,55%,38,58,84,44%,57%,32%,50.06,15.82,10.5,50.88%,43.85%,61.33%,78.7,41,8.3,26.8,83,636,3.2,1.32,NY-13662,43.0291391,-75.2709772
Clark Mills,New York,1606,1078,Utica-Rome,292630,$72019,30.71%,51,N/A,N/A,N/A,20,68.61%,$1235,60.34%,N/A,N/A,4.47%,1.21%,62.12%,Oneida County,37.10%,56.50%,0.0%,0.56%,94.52%,4.92%,5.98%,Eastern Standard Time,82,31,51,60,14,60%,55%,38,58,84,44%,57%,32%,50.06,15.82,10.5,50.88%,43.85%,61.33%,142.7,64,8.3,26.8,84,636,3.2,1.49,NY-15902,43.0895267,-75.375755
Clayville,New York,267,607,Utica-Rome,292630,$77083,14.51%,48,N/A,N/A,N/A,82,66.79%,$1554,52.27%,N/A,N/A,4.49%,1.81%,76.71%,Oneida County,37.10%,56.50%,0.0%,0.0%,100.0%,0.0%,1.87%,Eastern Standard Time,82,31,51,60,14,60%,55%,38,58,84,44%,57%,32%,50.06,15.82,10.5,50.88%,43.85%,61.33%,78.7,41,8.3,26.8,89,636,3.2,0.44,NY-16111,42.9747727,-75.2489576
