City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Blountsville,Indiana,83,755,New Castle,163371,$39792,8.33%,56,N/A,N/A,N/A,N/A,100.0%,N/A,53.95%,N/A,N/A,16.87%,19.57%,60.53%,Henry County,25.40%,68.90%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,42.9,12.08,8.96,35.81%,33.85%,39.22%,24.9,15,8.3,41.0,80,882,3.7,0.11,IN-05896,40.0598475,-85.2384337
Blue River township (Henry Cnty),Indiana,1010,46,New Castle,163371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Henry County,25.40%,68.90%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,46.7,13.64,9.65,36.22%,35.38%,39.56%,24.9,15,8.3,41.0,80,906,3.7,21.96,IN-06076,39.989091,-85.2557618
Cadiz,Indiana,242,1729,New Castle,163371,$56250,5.16%,33,N/A,N/A,N/A,N/A,85.54%,$575,50.55%,N/A,N/A,18.61%,0.0%,65.19%,Henry County,25.40%,68.90%,0.0%,0.0%,98.35%,0.0%,0.0%,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,46.12,13.52,9.37,36.22%,35.38%,39.56%,24.9,15,8.3,41.0,79,957,3.7,0.14,IN-09712,39.9509234,-85.4868905
Dudley,Indiana,911,30,New Castle,163371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Henry County,25.40%,68.90%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,43.72,12.51,8.64,32.36%,33.52%,30.22%,24.9,15,8.3,41.0,72,1005,3.7,30.37,IN-18838,39.8306186,-85.2704044
Dunreith,Indiana,158,1317,New Castle,163371,$49286,3.96%,38,N/A,N/A,N/A,76,54.43%,$1067,68.55%,N/A,N/A,10.97%,5.56%,59.02%,Henry County,25.40%,68.90%,0.0%,0.0%,98.1%,1.9%,1.27%,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,43.72,12.51,8.64,32.36%,33.52%,30.22%,24.9,15,8.3,41.0,72,1005,3.7,0.12,IN-19162,39.8028174,-85.4366326
Fall Creek township (Henry Cnty),Indiana,4507,148,New Castle,163371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Henry County,25.40%,68.90%,N/A,N/A,N/A,N/A,N/A,N/A,84,35,49,65,21,60%,57%,42,63,87,51%,64%,41%,46.98,13.36,9.5,36.22%,35.38%,39.56%,24.9,15,8.3,41.0,80,813,3.7,30.45,IN-22630,40.0336074,-85.5282672
Franklin township (Henry Cnty),Indiana,995,71,New Castle,163371,N/A,N/A,N/A,$237000,1549,$153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Henry County,25.40%,68.90%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,43.72,12.51,8.64,32.36%,33.52%,30.22%,24.9,15,8.3,41.0,72,1005,3.7,14.04,IN-25432,39.8303266,-85.3650264
Greensboro,Indiana,165,1500,New Castle,163371,$38333,6.61%,44,N/A,N/A,N/A,N/A,96.36%,N/A,58.33%,N/A,N/A,0.0%,0.0%,35.11%,Henry County,25.40%,68.90%,0.0%,0.0%,99.39%,0.0%,0.0%,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,46.12,13.52,9.37,36.22%,35.38%,39.56%,24.9,15,8.3,41.0,79,957,3.7,0.11,IN-29682,39.8785477,-85.4639721
Greensboro township,Indiana,165,1500,New Castle,163371,$38333,6.61%,44,N/A,N/A,N/A,N/A,96.36%,N/A,58.33%,N/A,N/A,0.0%,0.0%,35.11%,Henry County,25.40%,68.90%,0.0%,0.0%,99.39%,0.0%,0.0%,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,46.12,13.52,9.37,36.22%,35.38%,39.56%,24.9,15,8.3,41.0,79,957,3.7,0.11,IN-29682,39.8785477,-85.4639721
Harrison township (Henry Cnty),Indiana,1432,40,New Castle,163371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Henry County,25.40%,68.90%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,18,60%,57%,42,63,85,51%,64%,41%,46.12,13.52,9.37,36.22%,35.38%,39.56%,24.9,15,8.3,41.0,79,957,3.7,35.8,IN-31828,39.9535748,-85.5098626
