City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Ann Arbor,Michigan,119303,4231,Ann Arbor,360025,N/A,N/A,N/A,$420000,1700,$247,N/A,N/A,N/A,N/A,251,1728,N/A,N/A,N/A,Washtenaw County,67.60%,26.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,33,51,61,17,59%,54%,39,59,86,52%,67%,39%,40.09,11.23,8.7,46.77%,38.9%,58.33%,63.0,53,8.1,32.7,52,744,3.3,28.2,MI-03020,42.333443,-83.721571
Ann Arbor charter township,Michigan,4461,158,Ann Arbor,360025,N/A,N/A,N/A,$420000,1700,$247,N/A,N/A,N/A,N/A,251,1728,N/A,N/A,N/A,Washtenaw County,67.60%,26.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,33,51,61,17,59%,54%,39,59,86,52%,67%,39%,40.09,11.23,8.7,46.77%,38.9%,58.33%,63.0,53,8.1,32.7,65,744,3.3,28.2,MI-03020,42.333443,-83.721571
Augusta charter township,Michigan,6994,6790,Ann Arbor,360025,N/A,N/A,N/A,$345000,1938,$178,N/A,N/A,N/A,N/A,332,1552,N/A,N/A,N/A,Washtenaw County,67.60%,26.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,63,18,59%,54%,39,59,86,52%,67%,39%,37.12,11.07,6.92,37.1%,36.26%,30.67%,58.0,51,N/A,32.7,76,621,3.3,1.03,MI-04180,42.128948,-83.5991618
Barton Hills,Michigan,389,512,Ann Arbor,360025,$250001,91.24%,50,N/A,N/A,N/A,65,97.43%,N/A,28.47%,N/A,N/A,1.54%,0.68%,49.83%,Washtenaw County,67.60%,26.60%,6.17%,1.54%,73.26%,2.31%,10.54%,Eastern Standard Time,84,33,51,61,17,59%,54%,39,59,86,52%,67%,39%,37.53,11.08,7.37,46.77%,38.9%,58.33%,63.0,53,8.1,32.7,67,828,3.3,0.76,MI-05660,42.3166732,-83.7560535
Bridgewater,Michigan,1515,42,Ann Arbor,360025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washtenaw County,67.60%,26.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,61,16,59%,54%,39,59,86,52%,67%,39%,36.34,10.34,6.82,34.03%,30.77%,35.78%,58.0,51,N/A,32.7,80,882,3.3,36.07,MI-10560,42.1226093,-83.9507455
Chelsea,Michigan,5378,1486,Ann Arbor,360025,$66250,50.35%,49,$345000,1708,$202,45,75.26%,$1446,46.88%,72,1298,4.47%,2.08%,54.65%,Washtenaw County,67.60%,26.60%,0.19%,0.91%,94.03%,1.93%,2.64%,Eastern Standard Time,83,31,52,61,17,62%,56%,38,58,85,50%,66%,39%,36.32,10.8,6.61,44.9%,36.37%,56.56%,58.0,51,8.1,33.6,61,822,3.3,3.62,MI-15020,42.3131724,-84.0187916
Dexter,Michigan,4691,2418,Ann Arbor,360025,$86944,67.06%,38,$387000,1500,$258,21,79.47%,$1255,44.2%,N/A,N/A,3.26%,5.13%,66.69%,Washtenaw County,67.60%,26.60%,2.41%,0.0%,87.32%,5.84%,4.97%,Eastern Standard Time,83,31,52,61,17,59%,54%,39,59,84,52%,67%,39%,36.72,11.03,7.0,46.77%,38.9%,58.33%,63.0,53,8.1,32.7,69,858,3.3,1.94,MI-22160,42.331987,-83.8803668
Dexter township,Michigan,4691,2418,Ann Arbor,360025,$86944,67.06%,38,$387000,1500,$258,21,79.47%,$1255,44.2%,N/A,N/A,3.26%,5.13%,66.69%,Washtenaw County,67.60%,26.60%,2.41%,0.0%,87.32%,5.84%,4.97%,Eastern Standard Time,83,31,52,61,17,59%,54%,39,59,84,52%,67%,39%,36.72,11.03,7.0,46.77%,38.9%,58.33%,63.0,53,8.1,32.7,78,858,3.3,1.94,MI-22160,42.331987,-83.8803668
Freedom,Michigan,1485,42,Ann Arbor,360025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washtenaw County,67.60%,26.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,61,16,59%,54%,39,59,86,52%,67%,39%,36.34,10.34,6.82,44.9%,36.37%,56.56%,58.0,51,N/A,32.7,80,882,3.3,35.36,MI-30520,42.2090558,-83.953663
Lima,Michigan,3612,105,Ann Arbor,360025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Washtenaw County,67.60%,26.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,31,52,61,17,59%,54%,39,59,84,52%,67%,39%,36.32,10.8,6.61,44.9%,36.37%,56.56%,58.0,51,8.1,32.7,78,822,3.3,34.4,MI-47460,42.2957255,-83.954637
